tmdb_id,show_title,character_name,billing_order,tmdb_person_id,name,also_known_as,gender,birthday,deathday,age,place_of_birth,nationality,known_for_dept,biography,marriage_status,spouse_names,partner_names,profile_url,instagram_id,instagram_url,twitter_id,twitter_url,facebook_id,facebook_url,tiktok_id,tiktok_url,imdb_id,wikidata_id,popularity
209793,Man on Pause,Svetlana,6,1706381,Yuliia Sobol,Julia Bol,Female,1996-01-01,,30,"Nikolaev, Soviet Russia (Ukraine)",Soviet Russia (Ukraine),Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/uYIKcvnzIb7lSm2k36iTqsjFRo.jpg,sobolyu,https://www.instagram.com/sobolyu/,,,yuliia.sobol.7,https://www.facebook.com/yuliia.sobol.7,,,nm8886237,Q99986133,0.4
209793,Man on Pause,Akya,7,1481833,Doğa Zeynep Doğuşlu,,Female,2000-01-01,,26,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/jPvqUWbyI32qNbm50LP73JVws0K.jpg,dogadogusluu,https://www.instagram.com/dogadogusluu/,,,,,,,nm7322144,Q95199793,0.19
209793,Man on Pause,,8,3730820,Merih Dilber,,Female,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/ht8DZVk5miaupxxL0Kaqjakpzk0.jpg,,,,,,,,,nm13164764,,0.28
209793,Man on Pause,,9,3730822,Melissa Dilber,,Female,1997-10-07,,28,"Ankara, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/gjeIkHxQPMzM3FXjGJBk7EgQTwq.jpg,melissa_dilber,https://www.instagram.com/melissa_dilber/,,,,,,,nm13164763,Q132171293,0.09
209793,Man on Pause,Bensu,10,1449355,Merve Ateş,,Female,2005-02-09,,21,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/dUuZSGhGIv3Wd3rHt5ueFUMo2ia.jpg,merveeatesss,https://www.instagram.com/merveeatesss/,,,,,,,nm6174201,Q46966597,0.55
209793,Man on Pause,Velihan,11,2513120,Ergin Torun,,Male,2006-01-23,,20,,,Acting,,Unknown,,,,,,,,,,,,nm10003247,,2.2
158809,Wild Abandon,Oktay Uysal,0,150279,Öner Erkan,,Male,1980-01-04,,46,"Izmir, Turkey",Turkey,Acting,"Öner Erkan (born in Izmir) is a Turkish actor. Öner Erkan began acting at the age of 15 and graduated from Department of Theatre, Dokuz Eylül University. Between 2003 and 2004, he acted in various plays by Istanbul City Theatre. He was cast in Avrupa Yakasi and later in comedy series Iki Aile as Ferit Pamukçuoglu. Erkan has also appeared in movies such as Organize Isler, Son Osmanli Yandim Ali, Hirsiz Var; and enacted leading roles in Kagit and 7 Kocali Hürmüz. He won the Golden Orange prize for Best Leading Actor for his role in Bornova Bornova. He is cast as Bora Alsancak in acclaimed TV series Yalan Dünya written by Gülse Birsel. In 2017 he played in the TV series ""Çukur"".",Unknown,,,https://image.tmdb.org/t/p/w500/TEv06rojsumTJ7jExUQ4xwu3nR.jpg,onererkanresmi,https://www.instagram.com/onererkanresmi/,,,,,,,nm1727210,Q8078990,0.69
158809,Wild Abandon,Olcay Uysal,1,109085,Uğur Yücel,,Male,1957-05-26,,68,"Istanbul, Turkey",Turkey,Acting,"Uğur Yücel is a Turkish film and television actor, producer, director and writer.",Married,Derya Alabora,,https://image.tmdb.org/t/p/w500/i7vMhu8yLCK4wx4n624eYLmyGij.jpg,uguryucel__official,https://www.instagram.com/uguryucel__official/,,,,,,,nm0951309,Q720344,0.43
158809,Wild Abandon,Berhudar,2,117640,Haluk Bilginer,Nihat Haluk Bilginer | هالوک بیلگینر,Male,1954-06-05,,71,"İzmir, Turkey",Turkey,Acting,"Nihat Haluk Bilginer (born 5 June 1954) is a Turkish actor. In addition to his acting career in Turkey, he has also worked in the United Kingdom and remains best known for his role as Mehmet Osman in the television soap opera EastEnders during the 1980s. He has also starred in Hollywood movies as a minor actor. He played a villainous guerrilla leader in the 1987 comedy film Ishtar and a Turkish Mafioso in the 2001 dark comedy film Buffalo Soldiers. In 2018, he played Doctor Sartain in Halloween and in 2023 he starred as the lead in the TV series The Turkish Detective.

For his role in Şahsiyet (2018), Bilginer won the Best Actor award at the 47th International Emmy Awards.",Divorced,Aşkın Nur Yengi; Zühal Olcay,Zerrin Tekindor,https://image.tmdb.org/t/p/w500/krCEBAIGmEUUcA4GpLt3RiTHKLC.jpg,halukbilginer_official,https://www.instagram.com/halukbilginer_official/,halukbilginer_,https://twitter.com/halukbilginer_,,,,,nm0082211,Q470210,1.11
158809,Wild Abandon,Nil Uysal,3,113871,Songül Öden,,Female,1979-02-17,,47,"Diyarbakır, Turkey",Turkey,Acting,"Songül Öden (born 17 February 1979) is a Turkish actress of Kurd descent. Her most successful roles were in the series Gümüş, Umutsuz Ev Kadınları, ""Şeref Bey"" and Uysallar.",Unknown,,,https://image.tmdb.org/t/p/w500/acl05Z7I5v8PmWgVnzDzmx3irvv.jpg,sngloden,https://www.instagram.com/sngloden/,,,,,,,nm1438258,Q2735950,0.5
158809,Wild Abandon,Yağmur,4,2787624,Nezaket Erden,,Male,1990-06-16,,35,"Mersin, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/mGWEk0uwXcwE8VYsLbbChG4HoEM.jpg,n.erdenn,https://www.instagram.com/n.erdenn/,NezaketErden,https://twitter.com/NezaketErden,,,,,nm10852463,Q115399635,0.17
158809,Wild Abandon,Müfit,5,1509076,Gazanfer Ündüz,Mehmet Gazanfer Ündüz | Tarık Unduz's father,Male,1950-05-22,,75,"Adana, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/6hSbOETLejr35zog3UmOm78Kdit.jpg,,,,,,,,,nm1728069,Q109018321,0.17
158809,Wild Abandon,Fevzi,6,2193667,Erdem Şenocak,,Male,1979-01-01,,47,"Istanbul, Turkey",Turkey,Acting,"Erdem Senocak was born in 1979.

He graduated from ITU Industrial Engineering.

He is doing his master's degree in Dramaturgy and Theater Criticism at Istanbul University.

He started the theater on the stage of Istanbul Technical University.

Erdem Senocak, who has been teaching and directing at Bilgi Sahne, continues his artistic life at Seyyar Sahne.

He founded the Theater Madrasa with Celal Mordeniz in Sirince.

- IMDb Mini Biography By: yusufpiskin",Unknown,,,https://image.tmdb.org/t/p/w500/k8bC4RlEXbKhyO5ekoeE8mcMIg2.jpg,senocakerdem,https://www.instagram.com/senocakerdem/,,,,,,,nm9311743,Q6085796,0.48
158809,Wild Abandon,Suat,7,1483880,Serkan Altunorak,,Male,1976-12-24,,49,"Ankara, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/6mZ4mH9GgfMtCeaBJzUt8GfuVir.jpg,serkanaltunorak,https://www.instagram.com/serkanaltunorak/,srknaltunorak,https://twitter.com/srknaltunorak,,,,,nm2370628,Q6093752,0.67
158809,Wild Abandon,Moloz,8,1046836,Durukan Ordu,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,nm4947031,Q6079486,0.06
158809,Wild Abandon,Mert,9,1590337,İbrahim Selim,,Male,1979-10-05,,46,"Ankara, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/3EAJVfqgEZCM17RTWfUIEJ1iKv3.jpg,ibrahimselim,https://www.instagram.com/ibrahimselim/,ibrahimselim,https://twitter.com/ibrahimselim,,,,,nm2503061,Q108439978,0.25
158809,Wild Abandon,Sofia,10,3753876,Biljana Jovanovska,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.1
158809,Wild Abandon,Ece Uysal,11,2809807,Nilay Yeral,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.13
158809,Wild Abandon,Zehra,12,3621584,Burcu Türünz,,Female,1988-02-24,,38,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/ewu3MJTxtmHyYQSCiqF4xraZJyp.jpg,burcuturunz,https://www.instagram.com/burcuturunz/,,,,,,,,,0.24
158809,Wild Abandon,Seher,13,3246756,Burcu Gölgedar,,Female,1989-12-19,,36,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/fgcAfW6srOgAWn264UJnVnM0wdz.jpg,burcugolgedar,https://www.instagram.com/burcugolgedar/,,,,,,,nm9869000,Q116056954,0.27
158809,Wild Abandon,Deniz,14,2094670,İmren Şengel,,Female,1993-01-01,,33,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/xP9qYpKHyqenpC526bshmi5CiYm.jpg,imrensengel,https://www.instagram.com/imrensengel/,,,,,,,,,0.06
123187,Mavera: Hace Ahmed Yesevi,Hace Ahmed Yesevi,0,1258310,Korel Cezayirli,,Male,1976-04-02,,50,"Ankara, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/quRCGhNumlBgKDt4SBCFJSQQ4eg.jpg,korel_cezayirli,https://www.instagram.com/korel_cezayirli/,korelcezayirli,https://twitter.com/korelcezayirli,,,,,nm2380011,Q6082633,0.25
123187,Mavera: Hace Ahmed Yesevi,Sarı Saltuk,1,1258725,Görkem Sevindik,,Male,1986-10-17,,39,"Adana, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/1228W2nEHGpOhvjkq8qRtlD1Bzu.jpg,gorkemsevindik01,https://www.instagram.com/gorkemsevindik01/,,,,,,,nm6129438,Q97599065,1.29
123187,Mavera: Hace Ahmed Yesevi,Mahmud,2,1670087,Tansel Öngel,Deniz Tansel Öngel,Male,1976-09-24,,49,"Kilis, Türkiye",Türkiye,Acting,,Married,Özge Özder,,https://image.tmdb.org/t/p/w500/bSn47e8FeUMYb7i7gebHBKAv2O9.jpg,deniztanselongel,https://www.instagram.com/deniztanselongel/,TanselOngell,https://twitter.com/TanselOngell,,,,,nm2017262,Q6076424,0.28
123187,Mavera: Hace Ahmed Yesevi,Atıf,3,145422,Sinan Tuzcu,,Male,1977-07-10,,48,"Gaziantep, Turkey",Turkey,Acting,,Divorced,Dolunay Soysert,,https://image.tmdb.org/t/p/w500/ix3LgnhflhcBk5uJiDuB1TGQ0Kc.jpg,sinan_tuzcu1,https://www.instagram.com/sinan_tuzcu1/,,,,,,,nm2118133,Q4115060,1.45
123187,Mavera: Hace Ahmed Yesevi,Pehlivan Hamza,4,1514692,Hasan Küçükçetin,,Male,1981-06-06,,44,"Balıkesir, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/tWO7sjToiGCaRdH5d965tSJQDXp.jpg,hasankucukcetin,https://www.instagram.com/hasankucukcetin/,hasankucukcetin,https://twitter.com/hasankucukcetin,,,,,nm2385129,Q4832540,0.4
123187,Mavera: Hace Ahmed Yesevi,Mervan,5,1053819,Ferit Kaya,,Male,1984-02-24,,42,"Diyarbakır, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/iKKQ6zDByY2t22IU78XY13LiSFA.jpg,feritkaya21,https://www.instagram.com/feritkaya21/,,,,,,,nm2414682,Q6069823,0.71
123187,Mavera: Hace Ahmed Yesevi,Necat,6,588079,Adrian Can,Hakan Can | Hakan Adrian Can,Male,1972-01-01,,54,"Istanbul, Turkey",Turkey,Acting,"Adrian Can was born in 1972 in Istanbul, Turkey. He is an actor, known for Anna (2019), Big Game (2014) and Blackout - Die Erinnerung ist tödlich (2006).",Unknown,,,https://image.tmdb.org/t/p/w500/XHNvI4HsSpxUyqCrPbNIKkQxOQ.jpg,,,,,,,,,nm2092515,Q372705,0.3
123187,Mavera: Hace Ahmed Yesevi,Dübeys bin Sadaka,7,1945665,Evren Erler,,Male,1976-09-11,,49,"Kars, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/olqpaMT8FTM1kyQ5w9SiIyLCSxi.jpg,evrenerler,https://www.instagram.com/evrenerler/,evrenerler,https://twitter.com/evrenerler,,,,,,,0.17
123187,Mavera: Hace Ahmed Yesevi,Şahsuvar,8,1992177,Mehmet Korhan Fırat,محمد فرهاد | محمد کوروش | مهراد کیان,Male,1988-08-26,,37,"Erzincan, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/87Lri6GuddVrTOcy1Bi9ofcHx9m.jpg,mehmetkorhan,https://www.instagram.com/mehmetkorhan/,,,,,,,nm8521876,Q85972972,0.71
123187,Mavera: Hace Ahmed Yesevi,Halife Müsterşid,9,2058338,Nusret Çetinel,,Male,1952-01-26,2021-09-01,,"Ankara, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/L0oXPdg9uxsL9rHWB1uBoO87z4.jpg,,,,,,,,,,,0.06
123187,Mavera: Hace Ahmed Yesevi,Kutluk,10,1252920,Erdem Ergüney,,Male,1970-10-02,,55,"Denizli, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/rooQw5bGNtA1djtLzk5zmoBGhlK.jpg,,,,,,,,,nm1772604,Q1349068,0.14
123187,Mavera: Hace Ahmed Yesevi,Aytolu,11,2183228,Nur Berfin Çiroğlu,,Female,1992-12-22,,33,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/aIKuwLtWOC6fy2ylpsMU51UuNtN.jpg,nurberfin_,https://www.instagram.com/nurberfin_/,,,,,,,nm10017659,Q114060685,0.2
123187,Mavera: Hace Ahmed Yesevi,Asife Sultan,12,2903721,Dilaray Yeşilyaprak,,Female,1995-01-01,,31,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/xxf7DZuvwVYxOnkwkyCznNu92VL.jpg,dilaray.yesilyaprak,https://www.instagram.com/dilaray.yesilyaprak/,,,,,,,,,0.88
123187,Mavera: Hace Ahmed Yesevi,Mansur Ata,13,2001084,Recep Usta,,Male,1997-11-02,,28,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/24lAAj8FUxy46Zve0D25E234Z3Y.jpg,recepustaa,https://www.instagram.com/recepustaa/,,,,,,,nm9621861,Q118750989,0.59
123187,Mavera: Hace Ahmed Yesevi,Sedat,14,1355275,Sedat Mert,,Male,1975-01-01,,51,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/vtmbP5Gu980fuBHNnZJvtJvYn1f.jpg,mertsedatt,https://www.instagram.com/mertsedatt/,,,,,,,nm1925370,Q106766082,0.16
283825,Big5 Türkiye,Himself,40,5238251,Ali Fuat Değirmenci,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.02
283825,Big5 Türkiye,Ece Nur Bağış,41,5838197,Ece Nur Bağış,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.01
283825,Big5 Türkiye,Lara Louise Wellington,42,5838198,Lara Louise Wellington,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.01
283825,Big5 Türkiye,Cybelle Sude Güçlüer,43,5838199,Cybelle Sude Güçlüer,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.01
283825,Big5 Türkiye,Ecem Eser,44,5838200,Ecem Eser,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.06
227099,Maviye Sürgün,Ali Tarhun,0,147628,Caner Cindoruk,کانر جینداوراک,Male,1984-04-02,,42,"Adana, Turkey",Turkey,Acting,"Caner Cindoruk (born 17 April 1980) is a Turkish actor and theatre director. He is best known series for period series ""Hanımın Çiftliği"", ""Sadakatsiz"", ""Kadın"" and family comedy drama series ""Aramızda Kalsın"".",Unknown,,,https://image.tmdb.org/t/p/w500/3YSQLSHulP0X0vuAdan8UUDvbC4.jpg,canercindoruk,https://www.instagram.com/canercindoruk/,,,,,,,nm3319111,Q6062254,0.72
227099,Maviye Sürgün,Defne Boz,1,1058956,Damla Sönmez,,Female,1987-05-03,,38,"Istanbul, Turkey",Turkey,Acting,"Damla Sonmez was born in Istanbul, Turkey. Her native language is Turkish and is fluent in English and French. Cinema has been her greatest passion since she was child.  She is an award-winning actor of international distinction. She received several nominations for her performance in 

Bornova Bornova (2009) , winning the Antalya Golden Orange Award, Ankara Flying Broom Women's Film Festival Award and a Sadri Alisik Theatre &amp; Movie Award. She was also nominated for The Young Talent Award at the Yesilcam Movie Awards for her performance in Mahpeyker - Kösem Sultan (2010)  As a young actress, Sonmez trained in cities throughout Europe. After graduating from Saint Joseph French High School in Istanbul, she was accepted to Université de La Sorbonne Nouvelle Paris III Theatre department. S",Unknown,,,https://image.tmdb.org/t/p/w500/aYJ3Tnm7yi1z5Q4zkEmysVSnOl4.jpg,iamdamlasonmez,https://www.instagram.com/iamdamlasonmez/,damlasonmez,https://twitter.com/damlasonmez,iamdamlasonmez,https://www.facebook.com/iamdamlasonmez,,,nm2337862,Q6091713,0.74
227099,Maviye Sürgün,Salih,2,1663021,Hakan Salınmış,,Male,1964-04-03,,62,"Ankara, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/9W26xCg3DBsBGEIrGjt06KCBa1c.jpg,hakansalinmis,https://www.instagram.com/hakansalinmis/,,,,,,,nm1688730,Q75822217,0.64
227099,Maviye Sürgün,Tuna,3,3825695,Sinan Sicimoğlu,Senan Sicimogly | Sinan Sicimoglu,Male,1990-11-17,,35,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/uzmGKrh2YRYKuZsYqB5BzAjqVx.jpg,sinansicimoglu,https://www.instagram.com/sinansicimoglu/,,,,,,,nm10404017,,0.1
227099,Maviye Sürgün,Ozan Adar,4,1483880,Serkan Altunorak,,Male,1976-12-24,,49,"Ankara, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/6mZ4mH9GgfMtCeaBJzUt8GfuVir.jpg,serkanaltunorak,https://www.instagram.com/serkanaltunorak/,srknaltunorak,https://twitter.com/srknaltunorak,,,,,nm2370628,Q6093752,0.67
227099,Maviye Sürgün,Zehra Uncu,5,1571720,Ayça Erturan,,Female,1983-08-01,,42,"Istanbul, Turkey",Turkey,Acting,"Ayça Erturan was born on 1 August 1983 in Istanbul, Turkey. She is an actress, known for Takim: Mahalle Askina! (2015), Aşk Nerede? (2015) and Akıncı (2021).",Unknown,,,https://image.tmdb.org/t/p/w500/o6olVIU2PzyZEjyRNuTLIJdGYg7.jpg,aycaerturan,https://www.instagram.com/aycaerturan/,aycaerturan,https://twitter.com/aycaerturan,,,,,,,0.25
227099,Maviye Sürgün,Deniz Gencer Yakut,6,1255438,Gökşen Ateş,,Female,1984-04-14,,41,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/abR6Nr1JXdRdKBgKXla8W8PNgkt.jpg,goksenates,https://www.instagram.com/goksenates/,,,,,,,nm4689845,,0.14
227099,Maviye Sürgün,Lale,7,3974341,Name Önal,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/97W8fg4RA4a3K5sNL3cg3dtViOv.jpg,,,,,,,,,,,0.15
227099,Maviye Sürgün,Arda Tarhun as Son,8,4121937,Yaman Arslan,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/eiO3TH3w6wxARPxPDcysRzuQApX.jpg,,,,,,,,,,,0.03
227099,Maviye Sürgün,Murat,9,2770014,Gürberk Polat,,Male,1997-01-01,,29,"Eskişehir, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/7nrygiFV5FHHfPTf0BLy900gpHj.jpg,gurberkpolatofficial,https://www.instagram.com/gurberkpolatofficial/,,,,,,,,,0.24
227099,Maviye Sürgün,Levent,10,4078423,Firat Turgut,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/peKpPuTs5VMRKCzSmtTtMpmrgXr.jpg,,,,,,,,,,,0.01
227099,Maviye Sürgün,Aykut,11,4121943,DincDaymen,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/48y3BsNsUFHayv6pKiYZnon5lVh.jpg,,,,,,,,,,,0.06
227099,Maviye Sürgün,Hasan Yel,12,4121929,Bulent Sarkan,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.02
229095,Daylight,Cem,0,236656,Emre Kınay,,Male,1970-03-05,,56,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/55U99AoKq0EDie1WERTcGs63mP1.jpg,emrekinay,https://www.instagram.com/emrekinay/,1emrekkinay,https://twitter.com/1emrekkinay,,,,,nm1001195,Q6095610,0.5
229095,Daylight,Özgür,1,3233227,Caner Topçu,,Male,1997-06-25,,28,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/hJZXFqNTakqcT2I4yuJZzmKrd7n.jpg,canrtopcu,https://www.instagram.com/canrtopcu/,,,,,,,nm6360567,Q113378761,1.67
229095,Daylight,Gece,2,3615858,Sümeyye Aydoğan,,Female,1999-04-02,,27,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/z5eA9gWnJIJR86gtSeG2vAPHkAN.jpg,sumeyyeaydogan_,https://www.instagram.com/sumeyyeaydogan_/,,,,,,,,,2.14
229095,Daylight,Miro,3,2060083,Atakan Hoşgören,,Male,1999-08-05,,26,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/12qSfPXsNjIVSXtBohGcvyFfdfG.jpg,atakanhgr,https://www.instagram.com/atakanhgr/,,,,,,,,,0.2
229095,Daylight,Verda,4,1601866,Didem İnselel,,Female,1976-07-13,,49,"Istanbul, Turkey",Turkey,Acting,"Didem Inselel is an actress born in Istanbul, Turkey. She is known for That's My Life (2014), Kahramanlar (2009) and Sonsuz Ask (2017).",Unknown,,,https://image.tmdb.org/t/p/w500/o1Su2JOdi0dXnqXW3mUZpUdWDNN.jpg,dideminselel,https://www.instagram.com/dideminselel/,dideminselel,https://twitter.com/dideminselel,,,,,nm2337249,Q6783771,0.51
229095,Daylight,Harun,5,1078389,Ogün Kaptanoğlu,,Male,1977-12-29,,48,"İzmir, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/chrf64G1VbTyYVjKNPEM6MW43Gt.jpg,ogunkaptanoglu,https://www.instagram.com/ogunkaptanoglu/,ogunkaptanoglu,https://twitter.com/ogunkaptanoglu,,,,,nm1796219,Q6062126,0.51
229095,Daylight,Gülce,6,1985843,Ülkü Hilal Çiftçi,,Female,2009-01-11,,17,"Zonguldak, Turkey",Turkey,Acting,,Unknown,,,,ulkuhilalciftciofficial,https://www.instagram.com/ulkuhilalciftciofficial/,UlkuHilalCiftci,https://twitter.com/UlkuHilalCiftci,,,,,,,2.72
229095,Daylight,Rüzgar,7,3605554,Doğa Karakaş,,Male,2002-01-01,,24,"Istanbul, Turkey",Turkey,Acting,"Doğa Karakaş (born 2002, Istanbul) is a Turkish theater, film, and television actor.  He began his acting career at a young age and received Basic Acting Training and Stanislavski Method Training at Tiyatro Teras. She started her television career in 2012 with the character Fatih in the series Böyle Bitmesin, broadcast on TRT 1. She then appeared as Genç Çeto in the series Çukur, Sahte Oğuz in the film 4N1K, and Ayaz in the series Yalancı.

In 2023, he played the character Rüzgar Tekin in the series Dönence, which aired on Kanal D. That same year, he played the character Ahmet in the film Yurt, directed by Nehir Tuna. For this performance, he won the “Best Actor Award” at the 20th Marrakech International Film Festival. Additionally, his performance in the film Yurt earned him a nomination ",Unknown,,,https://image.tmdb.org/t/p/w500/aF5FztehCCu0fcPpRfJMGptDopv.jpg,doga.karakas,https://www.instagram.com/doga.karakas/,,,,,,,nm10655904,Q132191048,0.2
229095,Daylight,Sera,8,4121317,Nazlı Çetin,,Female,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/99iWfAeZM28xfgQ7wX6LHPI3LKQ.jpg,,,,,,,,,,,0.09
229095,Daylight,,9,4180783,Can Kızıltuğ,,Male,1994-12-10,,31,"İzmir, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/li7iNgAMeAi2l59a0GQLWpfElY2.jpg,cankiziltug,https://www.instagram.com/cankiziltug/,,,,,,,,,0.17
229095,Daylight,,10,2005383,Şebnem Doğruer,,Female,1964-04-10,,61,"Afyonkarahisar, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/dhoZpz3UecgnxUor2jwHQjn1Qro.jpg,sebnemdogruer,https://www.instagram.com/sebnemdogruer/,,,,,,,nm2208119,Q6010879,0.38
229095,Daylight,,11,2031283,Mesut Yılmaz,,Male,,,,"İzmir, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/kdliaPexs9fB0isRmpo29mJ0tGh.jpg,,,,,,,,,,,0.13
229095,Daylight,,12,3498406,Mustafa Turan,,Male,1966-01-20,,60,"Rize, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/vlMpKz4R05x3dbEhm8FC5vdKULA.jpg,,,,,,,,,,,0.15
229095,Daylight,,13,4180784,Edanur Gülbudak,,Female,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/dFDVmuwlhDXTE5Q1DrEy4NPe21o.jpg,,,,,,,,,,,0.03
229095,Daylight,,14,3191978,Muammer Tali,,Male,,,,,,Writing,,Unknown,,,https://image.tmdb.org/t/p/w500/rstfyd1PgqcqlpBroSIOqLVf5U5.jpg,,,,,,,,,,,0.06
222899,Miracle of Love,Ali Tahir / Eşref Anadolu / Kemal Kaya,0,1579476,Birkan Sokullu,,Male,1985-10-06,,40,"Istanbul, Turkey",Turkey,Acting,"Birkan Sokullu was born in Istanbul on 6 October 1985.

Sokullu's grandparents were Bosnian immigrants. Sokullu left his basketball career after 10 years due to his leg injury. He graduated from Maltepe University with a specialty in Radio TV Programming. While studying at university, he began his modelling career. He took acting lessons from Dolunay Soysert. He also studied in Drama and Acting Departmant of Istanbul Aydin University for one year. But he left.

Birkan started to get noticed that joined as new characters in the popular series including ""Kucuk Kadinlar"", youth series ""Melekler Korusun"", crime series ""Ucurum"". His first popular leading role is Demir (original role, Dan) in Kucuk Sirlar, the Turkish remake of Gossip Girl. His fame gained with hit series ""Hayat Sarkisi"" and ""Ma",Unknown,,,https://image.tmdb.org/t/p/w500/55QxG1UURYvy1y2LP9aqLvCH1rj.jpg,birkansokullu1,https://www.instagram.com/birkansokullu1/,,,,,,,,,0.78
222899,Miracle of Love,Harika,1,2341909,Ebru Şahin,Ebru Şahin Osman | ابرو شاهین,Female,1994-05-18,,31,"Istanbul, Turkey",Turkey,Acting,Ebru Şahin Osman is a Turkish actress and model. She made her cinematic debut with the movie Kan Parası and had a brief role in the TV show İstanbullu Gelin. She rose to prominence with her role as Reyyan Şadoğlu on the Turkish drama Hercai.,Married,Cedi Osman,,https://image.tmdb.org/t/p/w500/fjc23yerRCRhf9JJP4eVHwwnntq.jpg,rebrusahin,https://www.instagram.com/rebrusahin/,,,,,,,nm9481019,Q63168067,1.67
